date,fund,company,ticker,cusip,shares,market value ($),weight (%)
03/11/2025,ARKG,CRISPR THERAPEUTICS AG,CRSP,H17182108,"2,099,939","$91,011,356.26",8.62%
03/11/2025,ARKG,TWIST BIOSCIENCE CORP,TWST,90184D100,"2,344,138","$86,053,305.98",8.15%
03/11/2025,ARKG,RECURSION PHARMACEUTICALS-A,RXRX,75629V104,"13,009,386","$79,747,536.18",7.55%
03/11/2025,ARKG,TEMPUS AI INC,TEM,88023B103,"1,620,190","$73,183,982.30",6.93%
03/11/2025,ARKG,NATERA INC,NTRA,632307104,"416,605","$55,254,321.15",5.23%
03/11/2025,ARKG,ADAPTIVE BIOTECHNOLOGIES,ADPT,00650F109,"7,915,180","$52,794,250.60",5.00%
03/11/2025,ARKG,BEAM THERAPEUTICS INC,BEAM,07373V105,"2,026,329","$52,056,392.01",4.93%
03/11/2025,ARKG,GUARDANT HEALTH INC,GH,40131M109,"1,442,462","$51,697,838.08",4.90%
03/11/2025,ARKG,SCHRODINGER INC,SDGR,80810D103,"2,344,829","$46,802,786.84",4.43%
03/11/2025,ARKG,CAREDX INC,CDNA,14167L103,"2,485,274","$44,958,606.66",4.26%
03/11/2025,ARKG,VERACYTE INC,VCYT,92337F107,"1,328,888","$40,371,617.44",3.82%
03/11/2025,ARKG,IONIS PHARMACEUTICALS INC,IONS,462222100,"1,022,406","$32,941,921.32",3.12%
03/11/2025,ARKG,10X GENOMICS INC-CLASS A,TXG,88025U109,"3,089,750","$32,720,452.50",3.10%
03/11/2025,ARKG,ABSCI CORP,ABSI,00091E109,"9,866,921","$30,192,778.26",2.86%
03/11/2025,ARKG,ARCTURUS THERAPEUTICS HOLDIN,ARCT UQ,03969T109,"2,053,782","$29,348,544.78",2.78%
03/11/2025,ARKG,INTELLIA THERAPEUTICS INC,NTLA,45826J105,"2,851,028","$26,970,724.88",2.55%
03/11/2025,ARKG,PERSONALIS INC,PSNL,71535D106,"7,347,062","$26,375,952.58",2.50%
03/11/2025,ARKG,AMGEN INC,AMGN,031162100,"70,465","$23,067,422.40",2.18%
03/11/2025,ARKG,NURIX THERAPEUTICS INC,NRIX,67080M103,"1,624,127","$22,071,885.93",2.09%
03/11/2025,ARKG,ILLUMINA INC,ILMN,452327109,"220,257","$18,935,494.29",1.79%
03/11/2025,ARKG,BUTTERFLY NETWORK INC,BFLY,124155102,"7,174,510","$18,223,255.40",1.73%
03/11/2025,ARKG,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,"12,105,690","$16,826,909.10",1.59%
03/11/2025,ARKG,VEEVA SYSTEMS INC-CLASS A,VEEV,922475108,"69,878","$16,745,563.92",1.59%
03/11/2025,ARKG,VERTEX PHARMACEUTICALS INC,VRTX,92532F100,"26,876","$13,438,268.76",1.27%
03/11/2025,ARKG,INCYTE CORP,INCY,45337C102,"171,595","$12,205,552.35",1.16%
03/11/2025,ARKG,CERUS CORP,CERS,157085101,"7,780,186","$11,436,873.42",1.08%
03/11/2025,ARKG,QUANTUM-SI INC,QSI,74765K105,"8,904,650","$10,462,963.75",0.99%
03/11/2025,ARKG,REGENERON PHARMACEUTICALS,REGN,75886F107,"13,968","$10,403,785.44",0.99%
03/11/2025,ARKG,908 DEVICES INC,MASS,65443P102,"2,962,325","$8,946,221.50",0.85%
03/11/2025,ARKG,COMPASS PATHWAYS PLC,CMPS,20451W101,"1,844,552","$6,529,714.08",0.62%
03/11/2025,ARKG,PRIME MEDICINE INC,PRME,74168J101,"2,596,279","$5,400,260.32",0.51%
03/11/2025,ARKG,STANDARD BIOTOOLS INC,LAB,34385P108,"3,528,479","$3,810,757.32",0.36%
03/11/2025,ARKG,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"2,796,796","$2,796,796.38",0.26%
03/11/2025,ARKG,REPARE THERAPEUTICS INC,RPTX,760273102,"1,860,764","$2,121,270.96",0.20%
"Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ARK ETF before investing. This and other information are contained in the ARK ETFs' prospectuses, which may be obtained on ark-funds.com. The prospectus should be read carefully before investing. An investment in an ARK ETF is subject to risks and you can lose money on your investment in an ARK ETF. There can be no assurance that the ARK ETFs will achieve their investment objectives. The ARK ETFs’ portfolios are more volatile than broad market averages. The ARK ETFs also have specific risks, which are described in the ARK ETFs' prospectuses.Shares of the ARK ETFs may be bought or sold throughout the day at their market price on the exchange on which they are listed. The market price of an ARK ETF's shares may be at, above or below the ARK ETF’s net asset value (""NAV"") and will fluctuate with changes in the NAV as well as supply and demand in the market for the shares. The market price of ARK ETF shares may differ significantly from their NAV during periods of market volatility. Shares of the ARK ETFs may only be redeemed directly with the ARK ETFs at NAV by Authorized Participants, in very large creation units. There can be no guarantee that an active trading market for ARK ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ARK ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Not FDIC Insured – No Bank Guarantee – May Lose ValueAll statements made regarding companies, securities or other financial information are strictly beliefs and points of view held by ARK Investment Management LLC and/or ARK ETF Trust and are not endorsements by ARK of any company or security or recommendations by ARK to buy, sell or hold any security. Holdings are subject to change without notice.Foreside Fund Services, LLC, distributor.© 2024. ARK ETF Trust. No part of this material may be reproduced in any form, or referred to in any other publication, without written permission."
