date,fund,company,ticker,cusip,shares,market value ($),weight (%)
03/28/2025,ARKG,TWIST BIOSCIENCE CORP,TWST,90184D100,"2,122,828","$88,267,188.24",9.12%
03/28/2025,ARKG,TEMPUS AI INC,TEM,88023B103,"1,494,129","$77,649,884.13",8.03%
03/28/2025,ARKG,CRISPR THERAPEUTICS AG,CRSP,H17182108,"1,955,905","$74,402,626.20",7.69%
03/28/2025,ARKG,RECURSION PHARMACEUTICALS-A,RXRX,75629V104,"11,859,408","$70,800,665.76",7.32%
03/28/2025,ARKG,GUARDANT HEALTH INC,GH,40131M109,"1,306,298","$58,979,354.70",6.10%
03/28/2025,ARKG,ADAPTIVE BIOTECHNOLOGIES,ADPT,00650F109,"7,167,968","$58,920,696.96",6.09%
03/28/2025,ARKG,NATERA INC,NTRA,632307104,"377,295","$55,952,848.50",5.78%
03/28/2025,ARKG,SCHRODINGER INC,SDGR,80810D103,"2,123,451","$43,021,117.26",4.45%
03/28/2025,ARKG,BEAM THERAPEUTICS INC,BEAM,07373V105,"1,897,787","$42,111,893.53",4.35%
03/28/2025,ARKG,CAREDX INC,CDNA,14167L103,"2,170,954","$39,837,005.90",4.12%
03/28/2025,ARKG,VERACYTE INC,VCYT,92337F107,"1,203,399","$37,425,708.90",3.87%
03/28/2025,ARKG,IONIS PHARMACEUTICALS INC,IONS,462222100,"925,855","$29,368,120.60",3.04%
03/28/2025,ARKG,ABSCI CORP,ABSI,00091E109,"9,823,410","$27,603,782.10",2.85%
03/28/2025,ARKG,10X GENOMICS INC-CLASS A,TXG,88025U109,"2,789,257","$26,246,908.37",2.71%
03/28/2025,ARKG,INTELLIA THERAPEUTICS INC,NTLA,45826J105,"2,854,322","$23,976,304.80",2.48%
03/28/2025,ARKG,PERSONALIS INC,PSNL,71535D106,"6,653,476","$23,819,444.08",2.46%
03/28/2025,ARKG,ARCTURUS THERAPEUTICS HOLDIN,ARCT UQ,03969T109,"1,859,861","$22,318,332.00",2.31%
03/28/2025,ARKG,NURIX THERAPEUTICS INC,NRIX,67080M103,"1,470,787","$18,458,376.85",1.91%
03/28/2025,ARKG,AMGEN INC,AMGN,031162100,"54,569","$16,685,563.13",1.72%
03/28/2025,ARKG,BUTTERFLY NETWORK INC,BFLY,124155102,"6,497,214","$15,853,202.16",1.64%
03/28/2025,ARKG,VEEVA SYSTEMS INC-CLASS A,VEEV,922475108,"59,933","$14,232,888.84",1.47%
03/28/2025,ARKG,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,"10,940,178","$13,565,820.72",1.40%
03/28/2025,ARKG,VERTEX PHARMACEUTICALS INC,VRTX,92532F100,"24,328","$12,226,036.40",1.26%
03/28/2025,ARKG,ILLUMINA INC,ILMN,452327109,"142,434","$11,719,469.52",1.21%
03/28/2025,ARKG,908 DEVICES INC,MASS,65443P102,"2,682,653","$10,757,438.53",1.11%
03/28/2025,ARKG,QUANTUM-SI INC,QSI,74765K105,"8,064,042","$10,563,895.02",1.09%
03/28/2025,ARKG,CERUS CORP,CERS,157085101,"7,045,712","$10,145,825.28",1.05%
03/28/2025,ARKG,INCYTE CORP,INCY,45337C102,"155,397","$9,429,489.96",0.97%
03/28/2025,ARKG,REGENERON PHARMACEUTICALS,REGN,75886F107,"12,694","$8,071,226.02",0.83%
03/28/2025,ARKG,COMPASS PATHWAYS PLC,CMPS,20451W101,"1,670,387","$5,161,495.83",0.53%
03/28/2025,ARKG,PRIME MEDICINE INC,PRME,74168J101,"2,351,151","$4,702,302.00",0.49%
03/28/2025,ARKG,STANDARD BIOTOOLS INC,LAB,34385P108,"3,195,381","$3,642,734.34",0.38%
03/28/2025,ARKG,REPARE THERAPEUTICS INC,RPTX,760273102,"1,128,612","$1,207,614.84",0.12%
03/28/2025,ARKG,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"223,256","$223,255.52",0.02%
"Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ARK ETF before investing. This and other information are contained in the ARK ETFs' prospectuses, which may be obtained on ark-funds.com. The prospectus should be read carefully before investing. An investment in an ARK ETF is subject to risks and you can lose money on your investment in an ARK ETF. There can be no assurance that the ARK ETFs will achieve their investment objectives. The ARK ETFs’ portfolios are more volatile than broad market averages. The ARK ETFs also have specific risks, which are described in the ARK ETFs' prospectuses.Shares of the ARK ETFs may be bought or sold throughout the day at their market price on the exchange on which they are listed. The market price of an ARK ETF's shares may be at, above or below the ARK ETF’s net asset value (""NAV"") and will fluctuate with changes in the NAV as well as supply and demand in the market for the shares. The market price of ARK ETF shares may differ significantly from their NAV during periods of market volatility. Shares of the ARK ETFs may only be redeemed directly with the ARK ETFs at NAV by Authorized Participants, in very large creation units. There can be no guarantee that an active trading market for ARK ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ARK ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Not FDIC Insured – No Bank Guarantee – May Lose ValueAll statements made regarding companies, securities or other financial information are strictly beliefs and points of view held by ARK Investment Management LLC and/or ARK ETF Trust and are not endorsements by ARK of any company or security or recommendations by ARK to buy, sell or hold any security. Holdings are subject to change without notice.Foreside Fund Services, LLC, distributor.© 2024. ARK ETF Trust. No part of this material may be reproduced in any form, or referred to in any other publication, without written permission."
