date,fund,company,ticker,cusip,shares,market value ($),weight (%)
03/07/2025,ARKK,TESLA INC,TSLA,88160R101,"2,235,853","$589,035,472.85",10.52%
03/07/2025,ARKK,ROKU INC,ROKU,77543R102,"6,259,044","$498,219,902.40",8.90%
03/07/2025,ARKK,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,"1,964,073","$420,645,514.41",7.51%
03/07/2025,ARKK,ROBLOX CORP -CLASS A,RBLX,771049103,"6,520,897","$381,928,937.29",6.82%
03/07/2025,ARKK,CRISPR THERAPEUTICS AG,CRSP,H17182108,"6,925,781","$299,955,575.11",5.36%
03/07/2025,ARKK,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,"3,695,573","$297,345,803.58",5.31%
03/07/2025,ARKK,SHOPIFY INC - CLASS A,SHOP,82509L107,"2,485,958","$254,785,835.42",4.55%
03/07/2025,ARKK,TEMPUS AI INC,TEM,88023B103,"4,874,341","$238,160,301.26",4.25%
03/07/2025,ARKK,ROBINHOOD MARKETS INC - A,HOOD,770700102,"5,303,409","$237,804,859.56",4.25%
03/07/2025,ARKK,BLOCK INC,XYZ,852234103,"2,816,990","$168,456,002.00",3.01%
03/07/2025,ARKK,META PLATFORMS INC-CLASS A,META,30303M102,"250,073","$157,028,338.89",2.80%
03/07/2025,ARKK,TWIST BIOSCIENCE CORP,TWST,90184D100,"3,587,548","$140,560,130.64",2.51%
03/07/2025,ARKK,BEAM THERAPEUTICS INC,BEAM,07373V105,"4,971,152","$135,463,892.00",2.42%
03/07/2025,ARKK,ARCHER AVIATION INC-A,ACHR,03945R102,"17,182,621","$129,900,614.76",2.32%
03/07/2025,ARKK,PAGERDUTY INC,PD,69553P100,"7,122,559","$123,006,593.93",2.20%
03/07/2025,ARKK,DRAFTKINGS INC-CL A,DKNG UW,26142V105,"3,008,023","$120,621,722.30",2.15%
03/07/2025,ARKK,RECURSION PHARMACEUTICALS-A,RXRX,75629V104,"19,130,151","$119,372,142.24",2.13%
03/07/2025,ARKK,AMAZON.COM INC,AMZN,023135106,"590,349","$118,483,044.30",2.12%
03/07/2025,ARKK,TERADYNE INC,TER,880770102,"1,054,417","$111,125,007.63",1.98%
03/07/2025,ARKK,UIPATH INC - CLASS A,PATH,90364P105,"9,236,627","$108,530,367.25",1.94%
03/07/2025,ARKK,10X GENOMICS INC-CLASS A,TXG,88025U109,"9,355,924","$107,312,448.28",1.92%
03/07/2025,ARKK,VERACYTE INC,VCYT,92337F107,"2,619,792","$85,169,437.92",1.52%
03/07/2025,ARKK,INTELLIA THERAPEUTICS INC,NTLA,45826J105,"8,394,295","$83,103,520.50",1.48%
03/07/2025,ARKK,PINTEREST INC- CLASS A,PINS,72352L106,"2,378,286","$82,074,649.86",1.47%
03/07/2025,ARKK,ILLUMINA INC,ILMN,452327109,"934,160","$79,076,644.00",1.41%
03/07/2025,ARKK,TRADE DESK INC/THE -CLASS A,TTD,88339J105,"1,134,664","$73,730,466.72",1.32%
03/07/2025,ARKK,GITLAB INC-CL A,GTLB,37637K108,"1,243,664","$72,443,428.00",1.29%
03/07/2025,ARKK,ADVANCED MICRO DEVICES,AMD,007903107,"705,069","$69,696,070.65",1.24%
03/07/2025,ARKK,NATERA INC,NTRA,632307104,"477,108","$67,510,782.00",1.21%
03/07/2025,ARKK,SOFI TECHNOLOGIES INC,SOFI,83406F102,"4,884,189","$60,808,153.05",1.09%
03/07/2025,ARKK,DEERE & CO,DE,244199105,"125,869","$60,774,587.96",1.09%
03/07/2025,ARKK,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,"1,496,170","$45,333,951.00",0.81%
03/07/2025,ARKK,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,"20,634,046","$26,824,259.80",0.48%
03/07/2025,ARKK,CERUS CORP,CERS,157085101,"11,683,606","$17,875,917.18",0.32%
03/07/2025,ARKK,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"11,431,468","$11,431,468.40",0.20%
03/07/2025,ARKK,PRIME MEDICINE INC,PRME,74168J101,"2,173,730","$4,999,579.00",0.09%
"Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ARK ETF before investing. This and other information are contained in the ARK ETFs' prospectuses, which may be obtained on ark-funds.com. The prospectus should be read carefully before investing. An investment in an ARK ETF is subject to risks and you can lose money on your investment in an ARK ETF. There can be no assurance that the ARK ETFs will achieve their investment objectives. The ARK ETFs’ portfolios are more volatile than broad market averages. The ARK ETFs also have specific risks, which are described in the ARK ETFs' prospectuses.Shares of the ARK ETFs may be bought or sold throughout the day at their market price on the exchange on which they are listed. The market price of an ARK ETF's shares may be at, above or below the ARK ETF’s net asset value (""NAV"") and will fluctuate with changes in the NAV as well as supply and demand in the market for the shares. The market price of ARK ETF shares may differ significantly from their NAV during periods of market volatility. Shares of the ARK ETFs may only be redeemed directly with the ARK ETFs at NAV by Authorized Participants, in very large creation units. There can be no guarantee that an active trading market for ARK ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ARK ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Not FDIC Insured – No Bank Guarantee – May Lose ValueAll statements made regarding companies, securities or other financial information are strictly beliefs and points of view held by ARK Investment Management LLC and/or ARK ETF Trust and are not endorsements by ARK of any company or security or recommendations by ARK to buy, sell or hold any security. Holdings are subject to change without notice.Foreside Fund Services, LLC, distributor.© 2024. ARK ETF Trust. No part of this material may be reproduced in any form, or referred to in any other publication, without written permission."
