date,fund,company,ticker,cusip,shares,market value ($),weight (%)
03/25/2025,ARKW,ARK BITCOIN ETF HOLDCO (ARKW),,MM0051EWE,"1,978,531","$174,209,654.55",10.65%
03/25/2025,ARKW,TESLA INC,TSLA,88160R101,"470,058","$130,859,446.62",8.00%
03/25/2025,ARKW,ROKU INC,ROKU,77543R102,"1,468,670","$119,300,064.10",7.30%
03/25/2025,ARKW,ROBLOX CORP -CLASS A,RBLX,771049103,"1,664,232","$101,817,713.76",6.23%
03/25/2025,ARKW,ROBINHOOD MARKETS INC - A,HOOD,770700102,"2,102,199","$101,662,343.64",6.22%
03/25/2025,ARKW,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,"472,624","$95,961,576.96",5.87%
03/25/2025,ARKW,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,"928,252","$89,808,381.00",5.49%
03/25/2025,ARKW,META PLATFORMS INC-CLASS A,META,30303M102,"122,579","$75,858,014.15",4.64%
03/25/2025,ARKW,SHOPIFY INC - CLASS A,SHOP,82509L107,"644,712","$70,454,127.36",4.31%
03/25/2025,ARKW,BLOCK INC,XYZ,852234103,"846,928","$53,000,754.24",3.24%
03/25/2025,ARKW,GENIUS SPORTS LTD,GENI,G3934V109,"4,317,550","$47,665,752.00",2.91%
03/25/2025,ARKW,CROWDSTRIKE HOLDINGS INC - A,CRWD,22788C105,"96,246","$35,865,109.44",2.19%
03/25/2025,ARKW,DRAFTKINGS INC-CL A,DKNG UW,26142V105,"856,616","$34,710,080.32",2.12%
03/25/2025,ARKW,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,"48,374","$29,252,241.54",1.79%
03/25/2025,ARKW,RUBRIK INC-A,RBRK,781154109,"397,564","$29,205,051.44",1.79%
03/25/2025,ARKW,ADVANCED MICRO DEVICES,AMD,007903107,"256,334","$29,183,625.90",1.78%
03/25/2025,ARKW,AMAZON.COM INC,AMZN,023135106,"139,006","$28,254,359.56",1.73%
03/25/2025,ARKW,MERCADOLIBRE INC,MELI,58733R102,"12,739","$27,188,975.09",1.66%
03/25/2025,ARKW,PAGERDUTY INC,PD,69553P100,"1,354,150","$26,189,261.00",1.60%
03/25/2025,ARKW,CLOUDFLARE INC - CLASS A,NET,18915M107,"211,461","$26,206,361.73",1.60%
03/25/2025,ARKW,GITLAB INC-CL A,GTLB,37637K108,"488,228","$25,446,443.36",1.56%
03/25/2025,ARKW,PINTEREST INC- CLASS A,PINS,72352L106,"741,465","$25,239,468.60",1.54%
03/25/2025,ARKW,UNITY SOFTWARE INC,U,91332U101,"1,028,508","$23,377,986.84",1.43%
03/25/2025,ARKW,TOAST INC-CLASS A,TOST,888787108,"594,905","$21,505,815.75",1.32%
03/25/2025,ARKW,SALESFORCE INC,CRM,79466L302,"73,900","$21,132,444.00",1.29%
03/25/2025,ARKW,QUALCOMM INC,QCOM,747525103,"123,869","$19,828,949.52",1.21%
03/25/2025,ARKW,TRADE DESK INC/THE -CLASS A,TTD,88339J105,"311,030","$18,456,520.20",1.13%
03/25/2025,ARKW,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,"95,600","$17,318,896.00",1.06%
03/25/2025,ARKW,REDDIT INC-CL A,RDDT,75734B100,"131,675","$16,451,474.50",1.01%
03/25/2025,ARKW,NVIDIA CORP,NVDA,67066G104,"136,641","$16,589,583.81",1.01%
03/25/2025,ARKW,IBOTTA INC-CL A,IBTA,451051106,"373,110","$15,540,031.50",0.95%
03/25/2025,ARKW,PURE STORAGE INC - CLASS A,PSTG,74624M102,"285,634","$15,104,325.92",0.92%
03/25/2025,ARKW,DATADOG INC - CLASS A,DDOG,23804L103,"132,290","$14,574,389.30",0.89%
03/25/2025,ARKW,UIPATH INC - CLASS A,PATH,90364P105,"1,279,630","$14,344,652.30",0.88%
03/25/2025,ARKW,3IQ ETHER STAKING ETF,ETHQ/U,BQ84B35,"1,447,612","$11,902,059.43",0.73%
03/25/2025,ARKW,NEXTDOOR HOLDINGS INC,KIND,65345M108,"6,512,991","$11,332,604.34",0.69%
03/25/2025,ARKW,MICROSOFT CORP,MSFT,594918104,"28,419","$11,170,940.52",0.68%
03/25/2025,ARKW,BAIDU INC - SPON ADR,BIDU,056752108,"84,828","$8,132,460.36",0.50%
03/25/2025,ARKW,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"1,126,111","$1,126,110.84",0.07%
"Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ARK ETF before investing. This and other information are contained in the ARK ETFs' prospectuses, which may be obtained on ark-funds.com. The prospectus should be read carefully before investing. An investment in an ARK ETF is subject to risks and you can lose money on your investment in an ARK ETF. There can be no assurance that the ARK ETFs will achieve their investment objectives. The ARK ETFs’ portfolios are more volatile than broad market averages. The ARK ETFs also have specific risks, which are described in the ARK ETFs' prospectuses.Shares of the ARK ETFs may be bought or sold throughout the day at their market price on the exchange on which they are listed. The market price of an ARK ETF's shares may be at, above or below the ARK ETF’s net asset value (""NAV"") and will fluctuate with changes in the NAV as well as supply and demand in the market for the shares. The market price of ARK ETF shares may differ significantly from their NAV during periods of market volatility. Shares of the ARK ETFs may only be redeemed directly with the ARK ETFs at NAV by Authorized Participants, in very large creation units. There can be no guarantee that an active trading market for ARK ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ARK ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Not FDIC Insured – No Bank Guarantee – May Lose ValueAll statements made regarding companies, securities or other financial information are strictly beliefs and points of view held by ARK Investment Management LLC and/or ARK ETF Trust and are not endorsements by ARK of any company or security or recommendations by ARK to buy, sell or hold any security. Holdings are subject to change without notice.Foreside Fund Services, LLC, distributor.© 2024. ARK ETF Trust. No part of this material may be reproduced in any form, or referred to in any other publication, without written permission."
