date,fund,company,ticker,cusip,shares,market value ($),weight (%)
03/07/2025,ARKW,ARK BITCOIN ETF HOLDCO (ARKW),,MM0051EWE,"1,978,531","$175,812,264.66",10.72%
03/07/2025,ARKW,ROKU INC,ROKU,77543R102,"1,634,043","$130,069,822.80",7.93%
03/07/2025,ARKW,TESLA INC,TSLA,88160R101,"486,686","$128,217,426.70",7.82%
03/07/2025,ARKW,ROBLOX CORP -CLASS A,RBLX,771049103,"1,913,560","$112,077,209.20",6.83%
03/07/2025,ARKW,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,"489,344","$104,802,804.48",6.39%
03/07/2025,ARKW,ROBINHOOD MARKETS INC - A,HOOD,770700102,"2,176,555","$97,596,726.20",5.95%
03/07/2025,ARKW,META PLATFORMS INC-CLASS A,META,30303M102,"126,913","$79,692,480.09",4.86%
03/07/2025,ARKW,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,"961,087","$77,329,060.02",4.71%
03/07/2025,ARKW,SHOPIFY INC - CLASS A,SHOP,82509L107,"667,515","$68,413,612.35",4.17%
03/07/2025,ARKW,BLOCK INC,XYZ,852234103,"944,855","$56,502,329.00",3.44%
03/07/2025,ARKW,GENIUS SPORTS LTD,GENI,G3934V109,"4,453,519","$42,352,965.69",2.58%
03/07/2025,ARKW,DRAFTKINGS INC-CL A,DKNG UW,26142V105,"913,282","$36,622,608.20",2.23%
03/07/2025,ARKW,CROWDSTRIKE HOLDINGS INC - A,CRWD,22788C105,"99,645","$34,649,555.85",2.11%
03/07/2025,ARKW,AMAZON.COM INC,AMZN,023135106,"143,923","$28,885,346.10",1.76%
03/07/2025,ARKW,CLOUDFLARE INC - CLASS A,NET,18915M107,"218,941","$28,685,649.82",1.75%
03/07/2025,ARKW,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,"50,090","$27,219,406.90",1.66%
03/07/2025,ARKW,MERCADOLIBRE INC,MELI,58733R102,"13,190","$26,976,847.50",1.64%
03/07/2025,ARKW,PINTEREST INC- CLASS A,PINS,72352L106,"767,689","$26,492,947.39",1.62%
03/07/2025,ARKW,GITLAB INC-CL A,GTLB,37637K108,"444,539","$25,894,396.75",1.58%
03/07/2025,ARKW,UNITY SOFTWARE INC,U,91332U101,"1,064,886","$24,662,759.76",1.50%
03/07/2025,ARKW,PAGERDUTY INC,PD,69553P100,"1,402,045","$24,213,317.15",1.48%
03/07/2025,ARKW,RUBRIK INC-A,RBRK,781154109,"411,623","$24,116,991.57",1.47%
03/07/2025,ARKW,ADVANCED MICRO DEVICES,AMD,007903107,"234,395","$23,169,945.75",1.41%
03/07/2025,ARKW,SALESFORCE INC,CRM,79466L302,"76,518","$21,887,973.90",1.33%
03/07/2025,ARKW,TOAST INC-CLASS A,TOST,888787108,"615,948","$21,016,145.76",1.28%
03/07/2025,ARKW,TRADE DESK INC/THE -CLASS A,TTD,88339J105,"322,030","$20,925,509.40",1.28%
03/07/2025,ARKW,REDDIT INC-CL A,RDDT,75734B100,"136,328","$20,547,356.16",1.25%
03/07/2025,ARKW,UIPATH INC - CLASS A,PATH,90364P105,"1,711,757","$20,113,144.75",1.23%
03/07/2025,ARKW,QUALCOMM INC,QCOM,747525103,"128,247","$20,011,661.88",1.22%
03/07/2025,ARKW,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,"98,977","$17,405,105.45",1.06%
03/07/2025,ARKW,NVIDIA CORP,NVDA,67066G104,"141,474","$15,642,780.18",0.95%
03/07/2025,ARKW,DATADOG INC - CLASS A,DDOG,23804L103,"136,965","$15,266,118.90",0.93%
03/07/2025,ARKW,PURE STORAGE INC - CLASS A,PSTG,74624M102,"295,743","$14,467,747.56",0.88%
03/07/2025,ARKW,3IQ ETHER STAKING ETF,ETHQ/U,BQ84B35,"1,498,820","$12,990,401.84",0.79%
03/07/2025,ARKW,NEXTDOOR HOLDINGS INC,KIND,65345M108,"6,743,373","$12,272,938.86",0.75%
03/07/2025,ARKW,MICROSOFT CORP,MSFT,594918104,"29,420","$11,676,503.80",0.71%
03/07/2025,ARKW,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"10,191,516","$10,191,516.36",0.62%
03/07/2025,ARKW,IBOTTA INC-CL A,IBTA,451051106,"36,498","$1,369,769.94",0.08%
"Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ARK ETF before investing. This and other information are contained in the ARK ETFs' prospectuses, which may be obtained on ark-funds.com. The prospectus should be read carefully before investing. An investment in an ARK ETF is subject to risks and you can lose money on your investment in an ARK ETF. There can be no assurance that the ARK ETFs will achieve their investment objectives. The ARK ETFs’ portfolios are more volatile than broad market averages. The ARK ETFs also have specific risks, which are described in the ARK ETFs' prospectuses.Shares of the ARK ETFs may be bought or sold throughout the day at their market price on the exchange on which they are listed. The market price of an ARK ETF's shares may be at, above or below the ARK ETF’s net asset value (""NAV"") and will fluctuate with changes in the NAV as well as supply and demand in the market for the shares. The market price of ARK ETF shares may differ significantly from their NAV during periods of market volatility. Shares of the ARK ETFs may only be redeemed directly with the ARK ETFs at NAV by Authorized Participants, in very large creation units. There can be no guarantee that an active trading market for ARK ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ARK ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Not FDIC Insured – No Bank Guarantee – May Lose ValueAll statements made regarding companies, securities or other financial information are strictly beliefs and points of view held by ARK Investment Management LLC and/or ARK ETF Trust and are not endorsements by ARK of any company or security or recommendations by ARK to buy, sell or hold any security. Holdings are subject to change without notice.Foreside Fund Services, LLC, distributor.© 2024. ARK ETF Trust. No part of this material may be reproduced in any form, or referred to in any other publication, without written permission."
