date,fund,company,ticker,cusip,shares,market value ($),weight (%)
03/21/2025,ARKW,ARK BITCOIN ETF HOLDCO (ARKW),,MM0051EWE,"1,978,531","$166,196,604.00",10.87%
03/21/2025,ARKW,ROKU INC,ROKU,77543R102,"1,508,796","$111,379,320.72",7.28%
03/21/2025,ARKW,TESLA INC,TSLA,88160R101,"470,058","$111,055,903.08",7.26%
03/21/2025,ARKW,ROBLOX CORP -CLASS A,RBLX,771049103,"1,742,638","$100,933,592.96",6.60%
03/21/2025,ARKW,ROBINHOOD MARKETS INC - A,HOOD,770700102,"2,102,199","$91,782,008.34",6.00%
03/21/2025,ARKW,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,"472,624","$89,978,157.12",5.89%
03/21/2025,ARKW,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,"928,252","$81,119,942.28",5.31%
03/21/2025,ARKW,META PLATFORMS INC-CLASS A,META,30303M102,"122,579","$71,831,294.00",4.70%
03/21/2025,ARKW,SHOPIFY INC - CLASS A,SHOP,82509L107,"644,712","$65,663,917.20",4.29%
03/21/2025,ARKW,BLOCK INC,XYZ,852234103,"846,928","$51,662,608.00",3.38%
03/21/2025,ARKW,GENIUS SPORTS LTD,GENI,G3934V109,"4,317,550","$43,391,377.50",2.84%
03/21/2025,ARKW,CROWDSTRIKE HOLDINGS INC - A,CRWD,22788C105,"96,246","$35,517,661.38",2.32%
03/21/2025,ARKW,DRAFTKINGS INC-CL A,DKNG UW,26142V105,"856,616","$32,928,319.04",2.15%
03/21/2025,ARKW,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,"48,374","$28,760,761.70",1.88%
03/21/2025,ARKW,RUBRIK INC-A,RBRK,781154109,"397,564","$27,905,017.16",1.83%
03/21/2025,ARKW,ADVANCED MICRO DEVICES,AMD,007903107,"256,334","$27,463,624.76",1.80%
03/21/2025,ARKW,AMAZON.COM INC,AMZN,023135106,"139,006","$27,099,219.70",1.77%
03/21/2025,ARKW,MERCADOLIBRE INC,MELI,58733R102,"12,739","$26,338,774.23",1.72%
03/21/2025,ARKW,PAGERDUTY INC,PD,69553P100,"1,354,150","$25,525,727.50",1.67%
03/21/2025,ARKW,GITLAB INC-CL A,GTLB,37637K108,"488,228","$24,977,744.48",1.63%
03/21/2025,ARKW,CLOUDFLARE INC - CLASS A,NET,18915M107,"211,461","$24,939,710.34",1.63%
03/21/2025,ARKW,PINTEREST INC- CLASS A,PINS,72352L106,"741,465","$23,296,830.30",1.52%
03/21/2025,ARKW,UNITY SOFTWARE INC,U,91332U101,"1,028,508","$21,629,523.24",1.41%
03/21/2025,ARKW,TOAST INC-CLASS A,TOST,888787108,"594,905","$21,345,191.40",1.40%
03/21/2025,ARKW,SALESFORCE INC,CRM,79466L302,"73,900","$20,620,317.00",1.35%
03/21/2025,ARKW,QUALCOMM INC,QCOM,747525103,"123,869","$19,565,108.55",1.28%
03/21/2025,ARKW,TRADE DESK INC/THE -CLASS A,TTD,88339J105,"311,030","$17,371,025.50",1.14%
03/21/2025,ARKW,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,"95,600","$16,966,132.00",1.11%
03/21/2025,ARKW,NVIDIA CORP,NVDA,67066G104,"136,641","$16,196,057.73",1.06%
03/21/2025,ARKW,IBOTTA INC-CL A,IBTA,451051106,"373,110","$14,760,231.60",0.97%
03/21/2025,ARKW,PURE STORAGE INC - CLASS A,PSTG,74624M102,"285,634","$14,507,350.86",0.95%
03/21/2025,ARKW,REDDIT INC-CL A,RDDT,75734B100,"131,675","$14,319,656.25",0.94%
03/21/2025,ARKW,UIPATH INC - CLASS A,PATH,90364P105,"1,279,630","$13,845,596.60",0.91%
03/21/2025,ARKW,DATADOG INC - CLASS A,DDOG,23804L103,"132,290","$13,648,359.30",0.89%
03/21/2025,ARKW,3IQ ETHER STAKING ETF,ETHQ/U,BQ84B35,"1,447,612","$11,225,326.16",0.73%
03/21/2025,ARKW,NEXTDOOR HOLDINGS INC,KIND,65345M108,"6,512,991","$11,072,084.70",0.72%
03/21/2025,ARKW,MICROSOFT CORP,MSFT,594918104,"28,419","$10,993,605.96",0.72%
03/21/2025,ARKW,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"1,126,111","$1,126,110.84",0.07%
