date,fund,company,ticker,cusip,shares,market value ($),weight (%)
04/25/2025,PRNT,FARO TECHNOLOGIES INC,FARO,311642102,"122,182","$3,815,743.86",5.18%
04/25/2025,PRNT,XOMETRY INC-A,XMTR,98423F109,"132,311","$3,289,251.46",4.46%
04/25/2025,PRNT,MATERIALISE NV-ADR,MTLS,57667T100,"615,580","$3,256,418.20",4.42%
04/25/2025,PRNT,DENTSPLY SIRONA INC,XRAY UW,24906P109,"231,404","$3,172,548.84",4.30%
04/25/2025,PRNT,SIEMENS AG-REG,SIE,5727973,"13,829","$3,158,948.59",4.28%
04/25/2025,PRNT,BICO GROUP AB,BICO,BKMFJ94,"776,060","$3,131,870.34",4.25%
04/25/2025,PRNT,PTC INC,PTC,69370C100,"20,668","$3,134,095.52",4.25%
04/25/2025,PRNT,AUTODESK INC,ADSK,052769106,"11,438","$3,107,818.98",4.22%
04/25/2025,PRNT,ANSYS INC,ANSS,03662Q105,"9,779","$3,093,684.44",4.20%
04/25/2025,PRNT,RENISHAW PLC,RSW,0732358,"100,613","$3,052,986.04",4.14%
04/25/2025,PRNT,HP INC,HPQ,40434L105,"120,257","$3,046,109.81",4.13%
04/25/2025,PRNT,3D SYSTEMS CORP,DDD,88554D205,"1,565,764","$3,037,582.16",4.12%
04/25/2025,PRNT,PROTO LABS INC,PRLB,743713109,"86,382","$3,031,144.38",4.11%
04/25/2025,PRNT,NANO DIMENSION LTD - ADR,NNDM,63008G203,"1,931,853","$2,994,372.15",4.06%
04/25/2025,PRNT,STRAUMANN HOLDING AG-REG,STMN SE,BQ7ZV06,"24,268","$2,967,522.47",4.03%
04/25/2025,PRNT,STRATASYS LTD,SSYS,M85548101,"313,688","$2,954,940.96",4.01%
04/25/2025,PRNT,TITOMIC LTD,TTT,BYZ03N6,"19,366,272","$2,915,187.37",3.95%
04/25/2025,PRNT,NIKON CORP,7731,6642321,"277,085","$2,902,785.99",3.94%
04/25/2025,PRNT,DASSAULT SYSTEMES SE,DSY FP,BM8H5Y5,"78,771","$2,881,308.11",3.91%
04/25/2025,PRNT,ALIGN TECHNOLOGY INC,ALGN,016255101,"6,739","$1,241,795.53",1.68%
04/25/2025,PRNT,AMETEK INC,AME,031100100,"7,325","$1,225,033.00",1.66%
04/25/2025,PRNT,HEXAGON AB-B SHS,HEXAB S,BNZFHC1,"125,843","$1,194,607.43",1.62%
04/25/2025,PRNT,KAISER ALUMINUM CORP,KALU,483007704,"18,260","$1,125,729.00",1.53%
04/25/2025,PRNT,GENERAL ELECTRIC,GE,369604301,"5,487","$1,083,188.67",1.47%
04/25/2025,PRNT,LINCOLN ELECTRIC HOLDINGS,LECO,533900106,"5,647","$1,052,261.98",1.43%
04/25/2025,PRNT,MOOG INC-CLASS A,MOG/A,615394202,"6,017","$1,016,150.96",1.38%
04/25/2025,PRNT,MICHELIN (CGDE),ML,BPBPJ01,"28,698","$1,007,904.58",1.37%
04/25/2025,PRNT,UNITED PARCEL SERVICE-CL B,UPS,911312106,"10,244","$1,013,336.48",1.37%
04/25/2025,PRNT,MELROSE INDUSTRIES PLC,MRO,BNGDN82,"179,815","$992,443.34",1.35%
04/25/2025,PRNT,L3HARRIS TECHNOLOGIES INC,LHX,502431109,"4,574","$989,218.98",1.34%
04/25/2025,PRNT,OC OERLIKON CORP AG-REG,OERL,4612757,"243,315","$972,554.40",1.32%
04/25/2025,PRNT,5N PLUS INC,VNP,B2B3VZ3,"18,826","$86,125.37",0.12%
04/25/2025,PRNT,CARPENTER TECHNOLOGY,CRS,144285103,444,"$88,533.60",0.12%
04/25/2025,PRNT,SGL CARBON SE,SGL,4818351,"20,784","$82,578.54",0.11%
04/25/2025,PRNT,EVONIK INDUSTRIES AG,EVK,B5ZQ9D3,"3,588","$78,182.04",0.11%
04/25/2025,PRNT,SANDVIK AB,SAND,B1VQ252,"3,928","$81,797.51",0.11%
04/25/2025,PRNT,ARKEMA,AKE,B0Z5YZ2,"1,087","$80,931.93",0.11%
04/25/2025,PRNT,AVIENT CORP,AVNT,05368V106,"2,482","$83,593.76",0.11%
04/25/2025,PRNT,3M CO,MMM,88579Y101,581,"$80,689.28",0.11%
04/25/2025,PRNT,DUPONT DE NEMOURS INC,DD,26614N102,"1,217","$80,382.85",0.11%
04/25/2025,PRNT,EASTMAN CHEMICAL CO,EMN,277432100,996,"$80,496.72",0.11%
04/25/2025,PRNT,TORAY INDUSTRIES INC,3402,6897143,"12,286","$80,652.57",0.11%
04/25/2025,PRNT,MATERION CORP,MTRN,576690101,976,"$81,671.68",0.11%
04/25/2025,PRNT,HENKEL AG & CO KGAA VOR-PREF,HEN3,5076705,"1,018","$79,340.93",0.11%
04/25/2025,PRNT,VOESTALPINE AG,VOE,4943402,"3,141","$80,456.86",0.11%
04/25/2025,PRNT,JABIL INC,JBL,466313103,571,"$83,440.23",0.11%
04/25/2025,PRNT,EASTMAN KODAK CO,KODK,277461406,"12,087","$75,906.36",0.10%
04/25/2025,PRNT,HEXCEL CORP,HXL,428291108,"1,468","$73,649.56",0.10%
04/25/2025,PRNT,KENNAMETAL INC,KMT,489170100,"3,694","$72,734.86",0.10%
04/25/2025,PRNT,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"38,382","$38,381.77",0.05%
04/25/2025,PRNT,ATI INC,ATI,01741R102,167,"$8,759.15",0.01%
04/25/2025,PRNT,MARKFORGED HOLDING CORP,,57064N201,1,$4.74,0.00%
"Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ARK ETF before investing. This and other information are contained in the ARK ETFs' prospectuses, which may be obtained on ark-funds.com. The prospectus should be read carefully before investing. An investment in an ARK ETF is subject to risks and you can lose money on your investment in an ARK ETF. There can be no assurance that the ARK ETFs will achieve their investment objectives. The ARK ETFs’ portfolios are more volatile than broad market averages. The ARK ETFs also have specific risks, which are described in the ARK ETFs' prospectuses.Shares of the ARK ETFs may be bought or sold throughout the day at their market price on the exchange on which they are listed. The market price of an ARK ETF's shares may be at, above or below the ARK ETF’s net asset value (""NAV"") and will fluctuate with changes in the NAV as well as supply and demand in the market for the shares. The market price of ARK ETF shares may differ significantly from their NAV during periods of market volatility. Shares of the ARK ETFs may only be redeemed directly with the ARK ETFs at NAV by Authorized Participants, in very large creation units. There can be no guarantee that an active trading market for ARK ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ARK ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Not FDIC Insured – No Bank Guarantee – May Lose ValueAll statements made regarding companies, securities or other financial information are strictly beliefs and points of view held by ARK Investment Management LLC and/or ARK ETF Trust and are not endorsements by ARK of any company or security or recommendations by ARK to buy, sell or hold any security. Holdings are subject to change without notice.Foreside Fund Services, LLC, distributor.© 2024. ARK ETF Trust. No part of this material may be reproduced in any form, or referred to in any other publication, without written permission."
