date,fund,company,ticker,cusip,shares,market value ($),weight (%)
03/07/2025,PRNT,HEXAGON AB-B SHS,HEXAB S,BNZFHC1,"138,747","$1,634,925.57",1.98%
03/07/2025,PRNT,OC OERLIKON CORP AG-REG,OERL,4612757,"313,275","$1,451,122.14",1.75%
03/07/2025,PRNT,AMETEK INC,AME,031100100,"7,697","$1,417,325.58",1.71%
03/07/2025,PRNT,MICHELIN (CGDE),ML,BPBPJ01,"35,879","$1,335,632.00",1.61%
03/07/2025,PRNT,GENERAL ELECTRIC,GE,369604301,"6,577","$1,289,420.85",1.56%
03/07/2025,PRNT,MELROSE INDUSTRIES PLC,MRO,BNGDN82,"176,772","$1,266,673.63",1.53%
03/07/2025,PRNT,LINCOLN ELECTRIC HOLDINGS,LECO,533900106,"6,180","$1,211,094.60",1.46%
03/07/2025,PRNT,L3HARRIS TECHNOLOGIES INC,LHX,502431109,"5,492","$1,174,134.68",1.42%
03/07/2025,PRNT,UNITED PARCEL SERVICE-CL B,UPS,911312106,"9,232","$1,112,456.00",1.34%
03/07/2025,PRNT,KAISER ALUMINUM CORP,KALU,483007704,"16,129","$1,088,546.21",1.32%
03/07/2025,PRNT,ALIGN TECHNOLOGY INC,ALGN,016255101,"6,233","$1,072,076.00",1.30%
03/07/2025,PRNT,MOOG INC-CLASS A,MOG/A,615394202,"5,813","$966,643.77",1.17%
03/07/2025,PRNT,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"130,577","$130,577.33",0.16%
03/07/2025,PRNT,VOESTALPINE AG,VOE,4943402,"4,796","$131,509.23",0.16%
03/07/2025,PRNT,EVONIK INDUSTRIES AG,EVK,B5ZQ9D3,"5,204","$124,340.48",0.15%
03/07/2025,PRNT,SANDVIK AB,SAND,B1VQ252,"4,976","$114,970.01",0.14%
03/07/2025,PRNT,TORAY INDUSTRIES INC,3402,6897143,"14,505","$105,005.58",0.13%
03/07/2025,PRNT,ARKEMA,AKE,B0Z5YZ2,"1,214","$110,656.50",0.13%
03/07/2025,PRNT,SGL CARBON SE,SGL,4818351,"21,648","$103,331.46",0.12%
03/07/2025,PRNT,HENKEL AG & CO KGAA VOR-PREF,HEN3,5076705,"1,060","$98,768.99",0.12%
03/07/2025,PRNT,ATI INC,ATI,01741R102,"1,608","$92,041.92",0.11%
03/07/2025,PRNT,EASTMAN CHEMICAL CO,EMN,277432100,920,"$89,184.80",0.11%
03/07/2025,PRNT,3M CO,MMM,88579Y101,605,"$88,898.70",0.11%
03/07/2025,PRNT,EASTMAN KODAK CO,KODK,277461406,"12,588","$81,570.24",0.10%
03/07/2025,PRNT,DUPONT DE NEMOURS INC,DD,26614N102,"1,086","$85,533.36",0.10%
03/07/2025,PRNT,AVIENT CORP,AVNT,05368V106,"2,010","$85,626.00",0.10%
03/07/2025,PRNT,JABIL INC,JBL,466313103,518,"$71,613.50",0.09%
03/07/2025,PRNT,HEXCEL CORP,HXL,428291108,"1,320","$76,639.20",0.09%
03/07/2025,PRNT,CARPENTER TECHNOLOGY,CRS,144285103,415,"$77,223.20",0.09%
03/07/2025,PRNT,MATERION CORP,MTRN,576690101,840,"$74,835.60",0.09%
03/07/2025,PRNT,5N PLUS INC,VNP,B2B3VZ3,"15,906","$65,705.22",0.08%
03/07/2025,PRNT,MARKFORGED HOLDING CORP,,57064N201,1,$2.49,0.00%
"Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ARK ETF before investing. This and other information are contained in the ARK ETFs' prospectuses, which may be obtained on ark-funds.com. The prospectus should be read carefully before investing. An investment in an ARK ETF is subject to risks and you can lose money on your investment in an ARK ETF. There can be no assurance that the ARK ETFs will achieve their investment objectives. The ARK ETFs’ portfolios are more volatile than broad market averages. The ARK ETFs also have specific risks, which are described in the ARK ETFs' prospectuses.Shares of the ARK ETFs may be bought or sold throughout the day at their market price on the exchange on which they are listed. The market price of an ARK ETF's shares may be at, above or below the ARK ETF’s net asset value (""NAV"") and will fluctuate with changes in the NAV as well as supply and demand in the market for the shares. The market price of ARK ETF shares may differ significantly from their NAV during periods of market volatility. Shares of the ARK ETFs may only be redeemed directly with the ARK ETFs at NAV by Authorized Participants, in very large creation units. There can be no guarantee that an active trading market for ARK ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ARK ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Not FDIC Insured – No Bank Guarantee – May Lose ValueAll statements made regarding companies, securities or other financial information are strictly beliefs and points of view held by ARK Investment Management LLC and/or ARK ETF Trust and are not endorsements by ARK of any company or security or recommendations by ARK to buy, sell or hold any security. Holdings are subject to change without notice.Foreside Fund Services, LLC, distributor.© 2024. ARK ETF Trust. No part of this material may be reproduced in any form, or referred to in any other publication, without written permission."
