date,fund,company,ticker,cusip,shares,market value ($),weight (%)
03/14/2025,ARKG,TWIST BIOSCIENCE CORP,TWST,90184D100,"2,305,228","$90,180,519.36",8.66%
03/14/2025,ARKG,CRISPR THERAPEUTICS AG,CRSP,H17182108,"2,090,953","$87,799,116.47",8.44%
03/14/2025,ARKG,RECURSION PHARMACEUTICALS-A,RXRX,75629V104,"12,793,456","$75,993,128.64",7.30%
03/14/2025,ARKG,TEMPUS AI INC,TEM,88023B103,"1,593,294","$67,181,241.51",6.45%
03/14/2025,ARKG,NATERA INC,NTRA,632307104,"409,695","$58,385,634.45",5.61%
03/14/2025,ARKG,GUARDANT HEALTH INC,GH,40131M109,"1,418,510","$57,648,246.40",5.54%
03/14/2025,ARKG,ADAPTIVE BIOTECHNOLOGIES,ADPT,00650F109,"7,783,790","$55,809,774.30",5.36%
03/14/2025,ARKG,SCHRODINGER INC,SDGR,80810D103,"2,305,901","$50,568,408.93",4.86%
03/14/2025,ARKG,BEAM THERAPEUTICS INC,BEAM,07373V105,"1,992,685","$49,936,686.10",4.80%
03/14/2025,ARKG,CAREDX INC,CDNA,14167L103,"2,404,879","$42,422,065.56",4.08%
03/14/2025,ARKG,VERACYTE INC,VCYT,92337F107,"1,306,824","$39,766,654.32",3.82%
03/14/2025,ARKG,IONIS PHARMACEUTICALS INC,IONS,462222100,"1,005,430","$33,078,647.00",3.18%
03/14/2025,ARKG,10X GENOMICS INC-CLASS A,TXG,88025U109,"3,032,168","$29,957,819.84",2.88%
03/14/2025,ARKG,ABSCI CORP,ABSI,00091E109,"9,736,942","$28,237,131.80",2.71%
03/14/2025,ARKG,ARCTURUS THERAPEUTICS HOLDIN,ARCT UQ,03969T109,"2,019,686","$28,073,635.40",2.70%
03/14/2025,ARKG,INTELLIA THERAPEUTICS INC,NTLA,45826J105,"2,847,283","$26,251,949.26",2.52%
03/14/2025,ARKG,PERSONALIS INC,PSNL,71535D106,"7,225,110","$25,793,642.70",2.48%
03/14/2025,ARKG,AMGEN INC,AMGN,031162100,"69,297","$21,665,014.08",2.08%
03/14/2025,ARKG,NURIX THERAPEUTICS INC,NRIX,67080M103,"1,597,167","$21,066,632.73",2.02%
03/14/2025,ARKG,ILLUMINA INC,ILMN,452327109,"216,593","$18,204,641.65",1.75%
03/14/2025,ARKG,BUTTERFLY NETWORK INC,BFLY,124155102,"7,055,422","$17,991,326.10",1.73%
03/14/2025,ARKG,VEEVA SYSTEMS INC-CLASS A,VEEV,922475108,"68,710","$15,652,138.00",1.50%
03/14/2025,ARKG,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,"11,880,096","$14,256,115.20",1.37%
03/14/2025,ARKG,VERTEX PHARMACEUTICALS INC,VRTX,92532F100,"26,428","$13,291,169.76",1.28%
03/14/2025,ARKG,908 DEVICES INC,MASS,65443P102,"2,913,141","$12,584,769.12",1.21%
03/14/2025,ARKG,INCYTE CORP,INCY,45337C102,"168,747","$11,425,859.37",1.10%
03/14/2025,ARKG,CERUS CORP,CERS,157085101,"7,651,050","$10,634,959.50",1.02%
03/14/2025,ARKG,QUANTUM-SI INC,QSI,74765K105,"8,756,842","$9,982,799.88",0.96%
03/14/2025,ARKG,REGENERON PHARMACEUTICALS,REGN,75886F107,"13,744","$9,354,303.84",0.90%
03/14/2025,ARKG,COMPASS PATHWAYS PLC,CMPS,20451W101,"1,813,928","$6,330,608.72",0.61%
03/14/2025,ARKG,PRIME MEDICINE INC,PRME,74168J101,"2,553,175","$4,391,461.00",0.42%
03/14/2025,ARKG,STANDARD BIOTOOLS INC,LAB,34385P108,"3,469,905","$3,816,895.50",0.37%
03/14/2025,ARKG,REPARE THERAPEUTICS INC,RPTX,760273102,"1,714,514","$1,920,255.68",0.18%
03/14/2025,ARKG,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"1,170,387","$1,170,386.55",0.11%
"Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ARK ETF before investing. This and other information are contained in the ARK ETFs' prospectuses, which may be obtained on ark-funds.com. The prospectus should be read carefully before investing. An investment in an ARK ETF is subject to risks and you can lose money on your investment in an ARK ETF. There can be no assurance that the ARK ETFs will achieve their investment objectives. The ARK ETFs’ portfolios are more volatile than broad market averages. The ARK ETFs also have specific risks, which are described in the ARK ETFs' prospectuses.Shares of the ARK ETFs may be bought or sold throughout the day at their market price on the exchange on which they are listed. The market price of an ARK ETF's shares may be at, above or below the ARK ETF’s net asset value (""NAV"") and will fluctuate with changes in the NAV as well as supply and demand in the market for the shares. The market price of ARK ETF shares may differ significantly from their NAV during periods of market volatility. Shares of the ARK ETFs may only be redeemed directly with the ARK ETFs at NAV by Authorized Participants, in very large creation units. There can be no guarantee that an active trading market for ARK ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ARK ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Not FDIC Insured – No Bank Guarantee – May Lose ValueAll statements made regarding companies, securities or other financial information are strictly beliefs and points of view held by ARK Investment Management LLC and/or ARK ETF Trust and are not endorsements by ARK of any company or security or recommendations by ARK to buy, sell or hold any security. Holdings are subject to change without notice.Foreside Fund Services, LLC, distributor.© 2024. ARK ETF Trust. No part of this material may be reproduced in any form, or referred to in any other publication, without written permission."
