date,fund,company,ticker,cusip,shares,market value ($),weight (%)
04/17/2025,ARKG,TWIST BIOSCIENCE CORP,TWST,90184D100,"2,210,380","$84,989,111.00",9.03%
04/17/2025,ARKG,CRISPR THERAPEUTICS AG,CRSP,H17182108,"2,049,531","$77,431,281.18",8.23%
04/17/2025,ARKG,RECURSION PHARMACEUTICALS-A,RXRX,75629V104,"12,348,505","$65,694,046.60",6.98%
04/17/2025,ARKG,TEMPUS AI INC,TEM,88023B103,"1,605,006","$65,580,545.16",6.97%
04/17/2025,ARKG,GUARDANT HEALTH INC,GH,40131M109,"1,360,156","$61,451,848.08",6.53%
04/17/2025,ARKG,NATERA INC,NTRA,632307104,"392,847","$58,993,833.99",6.27%
04/17/2025,ARKG,ADAPTIVE BIOTECHNOLOGIES,ADPT,00650F109,"7,463,600","$55,902,364.00",5.94%
04/17/2025,ARKG,SCHRODINGER INC,SDGR,80810D103,"2,211,019","$55,739,788.99",5.92%
04/17/2025,ARKG,CAREDX INC,CDNA,14167L103,"2,260,486","$41,186,054.92",4.38%
04/17/2025,ARKG,VERACYTE INC,VCYT,92337F107,"1,206,800","$38,050,404.00",4.04%
04/17/2025,ARKG,BEAM THERAPEUTICS INC,BEAM,07373V105,"1,999,419","$33,230,343.78",3.53%
04/17/2025,ARKG,ABSCI CORP,ABSI,00091E109,"10,228,541","$31,197,050.05",3.32%
04/17/2025,ARKG,IONIS PHARMACEUTICALS INC,IONS,462222100,"964,051","$27,330,845.85",2.91%
04/17/2025,ARKG,10X GENOMICS INC-CLASS A,TXG,88025U109,"2,904,307","$23,321,585.21",2.48%
04/17/2025,ARKG,PERSONALIS INC,PSNL,71535D106,"6,927,873","$22,792,702.17",2.42%
04/17/2025,ARKG,INTELLIA THERAPEUTICS INC,NTLA,45826J105,"2,992,243","$20,526,786.98",2.18%
04/17/2025,ARKG,ARCTURUS THERAPEUTICS HOLDIN,ARCT UQ,03969T109,"1,936,577","$19,946,743.10",2.12%
04/17/2025,ARKG,AMGEN INC,AMGN,031162100,"56,837","$16,064,409.68",1.71%
04/17/2025,ARKG,BUTTERFLY NETWORK INC,BFLY,124155102,"6,765,162","$15,898,130.70",1.69%
04/17/2025,ARKG,NURIX THERAPEUTICS INC,NRIX,67080M103,"1,531,447","$15,008,180.60",1.60%
04/17/2025,ARKG,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,"11,391,376","$13,669,651.20",1.45%
04/17/2025,ARKG,908 DEVICES INC,MASS,65443P102,"2,793,310","$12,653,694.30",1.35%
04/17/2025,ARKG,VERTEX PHARMACEUTICALS INC,VRTX,92532F100,"25,336","$12,310,509.04",1.31%
04/17/2025,ARKG,VEEVA SYSTEMS INC-CLASS A,VEEV,922475108,"52,506","$11,585,973.96",1.23%
04/17/2025,ARKG,ILLUMINA INC,ILMN,452327109,"148,302","$10,904,646.06",1.16%
04/17/2025,ARKG,QUANTUM-SI INC,QSI,74765K105,"8,396,610","$9,740,067.60",1.04%
04/17/2025,ARKG,CERUS CORP,CERS,157085101,"7,336,266","$9,537,145.80",1.01%
04/17/2025,ARKG,INCYTE CORP,INCY,45337C102,"161,805","$9,341,002.65",0.99%
04/17/2025,ARKG,REGENERON PHARMACEUTICALS,REGN,75886F107,"13,198","$7,249,397.44",0.77%
04/17/2025,ARKG,COMPASS PATHWAYS PLC,CMPS,20451W101,"1,739,291","$5,200,480.09",0.55%
04/17/2025,ARKG,STANDARD BIOTOOLS INC,LAB,34385P108,"3,327,182","$3,759,715.66",0.40%
04/17/2025,ARKG,PRIME MEDICINE INC,PRME,74168J101,"2,448,145","$3,035,699.80",0.32%
04/17/2025,ARKG,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"1,451,884","$1,451,884.46",0.15%
04/17/2025,ARKG,REPARE THERAPEUTICS INC,RPTX,760273102,"1,140","$1,311.00",0.00%
"Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ARK ETF before investing. This and other information are contained in the ARK ETFs' prospectuses, which may be obtained on ark-funds.com. The prospectus should be read carefully before investing. An investment in an ARK ETF is subject to risks and you can lose money on your investment in an ARK ETF. There can be no assurance that the ARK ETFs will achieve their investment objectives. The ARK ETFs’ portfolios are more volatile than broad market averages. The ARK ETFs also have specific risks, which are described in the ARK ETFs' prospectuses.Shares of the ARK ETFs may be bought or sold throughout the day at their market price on the exchange on which they are listed. The market price of an ARK ETF's shares may be at, above or below the ARK ETF’s net asset value (""NAV"") and will fluctuate with changes in the NAV as well as supply and demand in the market for the shares. The market price of ARK ETF shares may differ significantly from their NAV during periods of market volatility. Shares of the ARK ETFs may only be redeemed directly with the ARK ETFs at NAV by Authorized Participants, in very large creation units. There can be no guarantee that an active trading market for ARK ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ARK ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Not FDIC Insured – No Bank Guarantee – May Lose ValueAll statements made regarding companies, securities or other financial information are strictly beliefs and points of view held by ARK Investment Management LLC and/or ARK ETF Trust and are not endorsements by ARK of any company or security or recommendations by ARK to buy, sell or hold any security. Holdings are subject to change without notice.Foreside Fund Services, LLC, distributor.© 2024. ARK ETF Trust. No part of this material may be reproduced in any form, or referred to in any other publication, without written permission."
