date,fund,company,ticker,cusip,shares,market value ($),weight (%)
03/31/2025,ARKG,TWIST BIOSCIENCE CORP,TWST,90184D100,"2,207,948","$89,112,781.28",9.15%
03/31/2025,ARKG,CRISPR THERAPEUTICS AG,CRSP,H17182108,"2,034,340","$75,250,236.60",7.72%
03/31/2025,ARKG,TEMPUS AI INC,TEM,88023B103,"1,554,049","$74,330,163.67",7.63%
03/31/2025,ARKG,RECURSION PHARMACEUTICALS-A,RXRX,75629V104,"12,334,918","$71,665,873.58",7.36%
03/31/2025,ARKG,GUARDANT HEALTH INC,GH,40131M109,"1,358,658","$58,612,506.12",6.02%
03/31/2025,ARKG,ADAPTIVE BIOTECHNOLOGIES,ADPT,00650F109,"7,455,388","$57,182,825.96",5.87%
03/31/2025,ARKG,NATERA INC,NTRA,632307104,"392,415","$56,484,215.10",5.80%
03/31/2025,ARKG,SCHRODINGER INC,SDGR,80810D103,"2,208,606","$44,083,775.76",4.52%
03/31/2025,ARKG,BEAM THERAPEUTICS INC,BEAM,07373V105,"1,973,877","$43,839,808.17",4.50%
03/31/2025,ARKG,CAREDX INC,CDNA,14167L103,"2,257,999","$40,553,662.04",4.16%
03/31/2025,ARKG,VERACYTE INC,VCYT,92337F107,"1,251,664","$37,700,119.68",3.87%
03/31/2025,ARKG,IONIS PHARMACEUTICALS INC,IONS,462222100,"962,990","$29,997,138.50",3.08%
03/31/2025,ARKG,ABSCI CORP,ABSI,00091E109,"10,217,265","$27,586,615.50",2.83%
03/31/2025,ARKG,10X GENOMICS INC-CLASS A,TXG,88025U109,"2,901,117","$26,574,231.72",2.73%
03/31/2025,ARKG,PERSONALIS INC,PSNL,71535D106,"6,920,246","$25,051,290.52",2.57%
03/31/2025,ARKG,INTELLIA THERAPEUTICS INC,NTLA,45826J105,"2,968,772","$23,957,990.04",2.46%
03/31/2025,ARKG,ARCTURUS THERAPEUTICS HOLDIN,ARCT UQ,03969T109,"1,934,446","$22,400,884.68",2.30%
03/31/2025,ARKG,NURIX THERAPEUTICS INC,NRIX,67080M103,"1,529,762","$18,586,608.30",1.91%
03/31/2025,ARKG,AMGEN INC,AMGN,031162100,"56,774","$17,426,779.30",1.79%
03/31/2025,ARKG,BUTTERFLY NETWORK INC,BFLY,124155102,"6,757,719","$16,015,794.03",1.64%
03/31/2025,ARKG,VEEVA SYSTEMS INC-CLASS A,VEEV,922475108,"62,348","$14,602,525.08",1.50%
03/31/2025,ARKG,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,"11,378,833","$12,971,869.62",1.33%
03/31/2025,ARKG,VERTEX PHARMACEUTICALS INC,VRTX,92532F100,"25,308","$12,468,998.52",1.28%
03/31/2025,ARKG,ILLUMINA INC,ILMN,452327109,"148,139","$11,851,120.00",1.22%
03/31/2025,ARKG,908 DEVICES INC,MASS,65443P102,"2,790,208","$11,272,440.32",1.16%
03/31/2025,ARKG,QUANTUM-SI INC,QSI,74765K105,"8,387,372","$10,651,962.44",1.09%
03/31/2025,ARKG,CERUS CORP,CERS,157085101,"7,328,197","$10,406,039.74",1.07%
03/31/2025,ARKG,INCYTE CORP,INCY,45337C102,"161,627","$9,794,596.20",1.01%
03/31/2025,ARKG,REGENERON PHARMACEUTICALS,REGN,75886F107,"13,184","$8,402,954.24",0.86%
03/31/2025,ARKG,COMPASS PATHWAYS PLC,CMPS,20451W101,"1,737,377","$5,107,888.38",0.52%
03/31/2025,ARKG,PRIME MEDICINE INC,PRME,74168J101,"2,445,441","$4,866,427.59",0.50%
03/31/2025,ARKG,STANDARD BIOTOOLS INC,LAB,34385P108,"3,323,516","$3,788,808.24",0.39%
03/31/2025,ARKG,REPARE THERAPEUTICS INC,RPTX,760273102,"1,126,962","$1,183,310.10",0.12%
03/31/2025,ARKG,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"510,250","$510,249.92",0.05%
"Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ARK ETF before investing. This and other information are contained in the ARK ETFs' prospectuses, which may be obtained on ark-funds.com. The prospectus should be read carefully before investing. An investment in an ARK ETF is subject to risks and you can lose money on your investment in an ARK ETF. There can be no assurance that the ARK ETFs will achieve their investment objectives. The ARK ETFs’ portfolios are more volatile than broad market averages. The ARK ETFs also have specific risks, which are described in the ARK ETFs' prospectuses.Shares of the ARK ETFs may be bought or sold throughout the day at their market price on the exchange on which they are listed. The market price of an ARK ETF's shares may be at, above or below the ARK ETF’s net asset value (""NAV"") and will fluctuate with changes in the NAV as well as supply and demand in the market for the shares. The market price of ARK ETF shares may differ significantly from their NAV during periods of market volatility. Shares of the ARK ETFs may only be redeemed directly with the ARK ETFs at NAV by Authorized Participants, in very large creation units. There can be no guarantee that an active trading market for ARK ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ARK ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Not FDIC Insured – No Bank Guarantee – May Lose ValueAll statements made regarding companies, securities or other financial information are strictly beliefs and points of view held by ARK Investment Management LLC and/or ARK ETF Trust and are not endorsements by ARK of any company or security or recommendations by ARK to buy, sell or hold any security. Holdings are subject to change without notice.Foreside Fund Services, LLC, distributor.© 2024. ARK ETF Trust. No part of this material may be reproduced in any form, or referred to in any other publication, without written permission."
