date,fund,company,ticker,cusip,shares,market value ($),weight (%)
03/21/2025,ARKG,TWIST BIOSCIENCE CORP,TWST,90184D100,"2,220,108","$93,355,541.40",8.96%
03/21/2025,ARKG,CRISPR THERAPEUTICS AG,CRSP,H17182108,"2,045,503","$84,213,358.51",8.09%
03/21/2025,ARKG,RECURSION PHARMACEUTICALS-A,RXRX,75629V104,"12,363,732","$80,116,983.36",7.69%
03/21/2025,ARKG,TEMPUS AI INC,TEM,88023B103,"1,562,609","$75,067,736.36",7.21%
03/21/2025,ARKG,GUARDANT HEALTH INC,GH,40131M109,"1,366,130","$61,093,333.60",5.87%
03/21/2025,ARKG,NATERA INC,NTRA,632307104,"394,575","$59,040,257.25",5.67%
03/21/2025,ARKG,ADAPTIVE BIOTECHNOLOGIES,ADPT,00650F109,"7,496,400","$58,097,100.00",5.58%
03/21/2025,ARKG,SCHRODINGER INC,SDGR,80810D103,"2,220,760","$49,478,532.80",4.75%
03/21/2025,ARKG,BEAM THERAPEUTICS INC,BEAM,07373V105,"1,919,095","$43,889,702.65",4.21%
03/21/2025,ARKG,CAREDX INC,CDNA,14167L103,"2,270,426","$42,911,051.40",4.12%
03/21/2025,ARKG,VERACYTE INC,VCYT,92337F107,"1,258,559","$40,072,518.56",3.85%
03/21/2025,ARKG,IONIS PHARMACEUTICALS INC,IONS,462222100,"968,295","$31,692,295.35",3.04%
03/21/2025,ARKG,ABSCI CORP,ABSI,00091E109,"10,105,898","$30,721,929.92",2.95%
03/21/2025,ARKG,10X GENOMICS INC-CLASS A,TXG,88025U109,"2,917,049","$29,024,637.55",2.79%
03/21/2025,ARKG,INTELLIA THERAPEUTICS INC,NTLA,45826J105,"2,985,122","$25,970,561.40",2.49%
03/21/2025,ARKG,PERSONALIS INC,PSNL,71535D106,"6,958,348","$25,119,636.28",2.41%
03/21/2025,ARKG,ARCTURUS THERAPEUTICS HOLDIN,ARCT UQ,03969T109,"1,945,101","$24,975,096.84",2.40%
03/21/2025,ARKG,NURIX THERAPEUTICS INC,NRIX,67080M103,"1,538,187","$21,334,653.69",2.05%
03/21/2025,ARKG,BUTTERFLY NETWORK INC,BFLY,124155102,"6,794,926","$18,686,046.50",1.79%
03/21/2025,ARKG,AMGEN INC,AMGN,031162100,"58,071","$18,294,687.84",1.76%
03/21/2025,ARKG,VEEVA SYSTEMS INC-CLASS A,VEEV,922475108,"64,007","$15,096,050.95",1.45%
03/21/2025,ARKG,ILLUMINA INC,ILMN,452327109,"171,214","$14,517,235.06",1.39%
03/21/2025,ARKG,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,"11,441,450","$14,416,227.00",1.38%
03/21/2025,ARKG,VERTEX PHARMACEUTICALS INC,VRTX,92532F100,"25,448","$12,983,060.64",1.25%
03/21/2025,ARKG,QUANTUM-SI INC,QSI,74765K105,"8,433,520","$11,891,263.20",1.14%
03/21/2025,ARKG,908 DEVICES INC,MASS,65443P102,"2,805,565","$11,671,150.40",1.12%
03/21/2025,ARKG,CERUS CORP,CERS,157085101,"7,368,544","$11,273,872.32",1.08%
03/21/2025,ARKG,INCYTE CORP,INCY,45337C102,"162,517","$9,845,279.86",0.95%
03/21/2025,ARKG,REGENERON PHARMACEUTICALS,REGN,75886F107,"13,254","$8,782,365.48",0.84%
03/21/2025,ARKG,COMPASS PATHWAYS PLC,CMPS,20451W101,"1,746,947","$5,179,697.86",0.50%
03/21/2025,ARKG,PRIME MEDICINE INC,PRME,74168J101,"2,458,880","$4,942,348.80",0.47%
03/21/2025,ARKG,STANDARD BIOTOOLS INC,LAB,34385P108,"3,341,779","$3,876,463.64",0.37%
03/21/2025,ARKG,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"2,082,132","$2,082,131.77",0.20%
03/21/2025,ARKG,REPARE THERAPEUTICS INC,RPTX,760273102,"1,525,980","$1,709,097.60",0.16%
"Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ARK ETF before investing. This and other information are contained in the ARK ETFs' prospectuses, which may be obtained on ark-funds.com. The prospectus should be read carefully before investing. An investment in an ARK ETF is subject to risks and you can lose money on your investment in an ARK ETF. There can be no assurance that the ARK ETFs will achieve their investment objectives. The ARK ETFs’ portfolios are more volatile than broad market averages. The ARK ETFs also have specific risks, which are described in the ARK ETFs' prospectuses.Shares of the ARK ETFs may be bought or sold throughout the day at their market price on the exchange on which they are listed. The market price of an ARK ETF's shares may be at, above or below the ARK ETF’s net asset value (""NAV"") and will fluctuate with changes in the NAV as well as supply and demand in the market for the shares. The market price of ARK ETF shares may differ significantly from their NAV during periods of market volatility. Shares of the ARK ETFs may only be redeemed directly with the ARK ETFs at NAV by Authorized Participants, in very large creation units. There can be no guarantee that an active trading market for ARK ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ARK ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Not FDIC Insured – No Bank Guarantee – May Lose ValueAll statements made regarding companies, securities or other financial information are strictly beliefs and points of view held by ARK Investment Management LLC and/or ARK ETF Trust and are not endorsements by ARK of any company or security or recommendations by ARK to buy, sell or hold any security. Holdings are subject to change without notice.Foreside Fund Services, LLC, distributor.© 2024. ARK ETF Trust. No part of this material may be reproduced in any form, or referred to in any other publication, without written permission."
