date,fund,company,ticker,cusip,shares,market value ($),weight (%)
04/17/2025,ARKW,ARK BITCOIN ETF HOLDCO (ARKW),,MM0051EWE,"1,787,218","$150,394,394.70",11.23%
04/17/2025,ARKW,TESLA INC,TSLA,88160R101,"442,846","$106,969,451.30",7.99%
04/17/2025,ARKW,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,"540,121","$93,014,237.41",6.95%
04/17/2025,ARKW,ROBLOX CORP -CLASS A,RBLX,771049103,"1,409,863","$83,308,804.67",6.22%
04/17/2025,ARKW,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,"874,522","$81,076,934.62",6.06%
04/17/2025,ARKW,ROBINHOOD MARKETS INC - A,HOOD,770700102,"1,980,523","$80,528,065.18",6.01%
04/17/2025,ARKW,ROKU INC,ROKU,77543R102,"1,335,779","$78,009,493.60",5.83%
04/17/2025,ARKW,META PLATFORMS INC-CLASS A,META,30303M102,"115,487","$58,010,274.97",4.33%
04/17/2025,ARKW,SHOPIFY INC - CLASS A,SHOP,82509L107,"607,398","$50,997,136.08",3.81%
04/17/2025,ARKW,BLOCK INC,XYZ,852234103,"797,911","$42,887,716.25",3.20%
04/17/2025,ARKW,GENIUS SPORTS LTD,GENI,G3934V109,"3,855,882","$39,407,114.04",2.94%
04/17/2025,ARKW,CROWDSTRIKE HOLDINGS INC - A,CRWD,22788C105,"90,667","$34,438,953.28",2.57%
04/17/2025,ARKW,DRAFTKINGS INC-CL A,DKNG UW,26142V105,"807,031","$27,132,382.22",2.03%
04/17/2025,ARKW,AMAZON.COM INC,AMZN,023135106,"141,974","$24,750,327.42",1.85%
04/17/2025,ARKW,RUBRIK INC-A,RBRK,781154109,"374,557","$23,342,392.24",1.74%
04/17/2025,ARKW,MERCADOLIBRE INC,MELI,58733R102,"10,967","$22,639,945.79",1.69%
04/17/2025,ARKW,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,"39,315","$22,137,097.05",1.65%
04/17/2025,ARKW,GITLAB INC-CL A,GTLB,37637K108,"520,204","$21,937,002.68",1.64%
04/17/2025,ARKW,CLOUDFLARE INC - CLASS A,NET,18915M107,"199,221","$21,824,660.55",1.63%
04/17/2025,ARKW,ADVANCED MICRO DEVICES,AMD,007903107,"241,501","$21,322,123.29",1.59%
04/17/2025,ARKW,COREWEAVE INC-CL A,CRWV,21873S108,"482,971","$19,671,408.83",1.47%
04/17/2025,ARKW,TOAST INC-CLASS A,TOST,888787108,"560,471","$19,218,550.59",1.44%
04/17/2025,ARKW,PAGERDUTY INC,PD,69553P100,"1,275,767","$19,251,324.03",1.44%
04/17/2025,ARKW,PINTEREST INC- CLASS A,PINS,72352L106,"698,553","$17,778,173.85",1.33%
04/17/2025,ARKW,SALESFORCE INC,CRM,79466L302,"69,616","$17,392,861.44",1.30%
04/17/2025,ARKW,IBOTTA INC-CL A,IBTA,451051106,"351,510","$15,972,614.40",1.19%
04/17/2025,ARKW,QUALCOMM INC,QCOM,747525103,"116,703","$15,841,265.22",1.18%
04/17/2025,ARKW,UNITY SOFTWARE INC,U,91332U101,"791,527","$14,951,945.03",1.12%
04/17/2025,ARKW,TRADE DESK INC/THE -CLASS A,TTD,88339J105,"293,030","$14,197,303.50",1.06%
04/17/2025,ARKW,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,"90,070","$13,660,916.90",1.02%
04/17/2025,ARKW,NVIDIA CORP,NVDA,67066G104,"128,737","$13,451,729.13",1.00%
04/17/2025,ARKW,REDDIT INC-CL A,RDDT,75734B100,"124,054","$11,832,270.52",0.88%
04/17/2025,ARKW,DATADOG INC - CLASS A,DDOG,23804L103,"124,637","$11,451,647.56",0.86%
04/17/2025,ARKW,PURE STORAGE INC - CLASS A,PSTG,74624M102,"269,101","$11,103,107.26",0.83%
04/17/2025,ARKW,MICROSOFT CORP,MSFT,594918104,"26,779","$9,951,344.19",0.74%
04/17/2025,ARKW,NEXTDOOR HOLDINGS INC,KIND,65345M108,"6,135,971","$9,081,237.08",0.68%
04/17/2025,ARKW,3IQ ETHER STAKING ETF,ETHQ/U,BQ84B35,"1,363,812","$8,373,464.18",0.63%
04/17/2025,ARKW,BAIDU INC - SPON ADR,BIDU,056752108,"79,914","$6,592,905.00",0.49%
04/17/2025,ARKW,3IQ SOLANA STAKING ETF,SOLQ,BTRDQ40,"250,000","$3,580,000.00",0.27%
04/17/2025,ARKW,UIPATH INC - CLASS A,PATH,90364P105,"120,633","$1,252,170.54",0.09%
04/17/2025,ARKW,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"173,015","$173,015.11",0.01%
"Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ARK ETF before investing. This and other information are contained in the ARK ETFs' prospectuses, which may be obtained on ark-funds.com. The prospectus should be read carefully before investing. An investment in an ARK ETF is subject to risks and you can lose money on your investment in an ARK ETF. There can be no assurance that the ARK ETFs will achieve their investment objectives. The ARK ETFs’ portfolios are more volatile than broad market averages. The ARK ETFs also have specific risks, which are described in the ARK ETFs' prospectuses.Shares of the ARK ETFs may be bought or sold throughout the day at their market price on the exchange on which they are listed. The market price of an ARK ETF's shares may be at, above or below the ARK ETF’s net asset value (""NAV"") and will fluctuate with changes in the NAV as well as supply and demand in the market for the shares. The market price of ARK ETF shares may differ significantly from their NAV during periods of market volatility. Shares of the ARK ETFs may only be redeemed directly with the ARK ETFs at NAV by Authorized Participants, in very large creation units. There can be no guarantee that an active trading market for ARK ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ARK ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Not FDIC Insured – No Bank Guarantee – May Lose ValueAll statements made regarding companies, securities or other financial information are strictly beliefs and points of view held by ARK Investment Management LLC and/or ARK ETF Trust and are not endorsements by ARK of any company or security or recommendations by ARK to buy, sell or hold any security. Holdings are subject to change without notice.Foreside Fund Services, LLC, distributor.© 2024. ARK ETF Trust. No part of this material may be reproduced in any form, or referred to in any other publication, without written permission."
