date,fund,company,ticker,cusip,shares,market value ($),weight (%)
03/21/2025,PRNT,BICO GROUP AB,BICO,BKMFJ94,"1,142,503","$4,420,714.17",5.41%
03/21/2025,PRNT,STRATASYS LTD,SSYS,M85548101,"389,592","$4,075,132.32",4.99%
03/21/2025,PRNT,SIEMENS AG-REG,SIE,5727973,"15,365","$3,909,790.15",4.78%
03/21/2025,PRNT,TITOMIC LTD,TTT,BYZ03N6,"23,836,946","$3,832,741.39",4.69%
03/21/2025,PRNT,DASSAULT SYSTEMES SE,DSY FP,BM8H5Y5,"88,304","$3,751,214.03",4.59%
03/21/2025,PRNT,NIKON CORP,7731,6642321,"330,569","$3,643,735.32",4.46%
03/21/2025,PRNT,STRAUMANN HOLDING AG-REG,STMN SE,BQ7ZV06,"26,031","$3,385,018.65",4.14%
03/21/2025,PRNT,PROTO LABS INC,PRLB,743713109,"90,670","$3,298,574.60",4.04%
03/21/2025,PRNT,NANO DIMENSION LTD - ADR,NNDM,63008G203,"1,498,336","$3,191,455.68",3.90%
03/21/2025,PRNT,ALTAIR ENGINEERING INC - A,ALTR,021369103,"28,399","$3,167,624.46",3.88%
03/21/2025,PRNT,HP INC,HPQ,40434L105,"106,999","$3,050,541.49",3.73%
03/21/2025,PRNT,RENISHAW PLC,RSW,0732358,"85,062","$3,027,843.64",3.70%
03/21/2025,PRNT,FARO TECHNOLOGIES INC,FARO,311642102,"101,838","$3,000,147.48",3.67%
03/21/2025,PRNT,ANSYS INC,ANSS,03662Q105,"8,994","$2,919,722.22",3.57%
03/21/2025,PRNT,3D SYSTEMS CORP,DDD,88554D205,"1,136,335","$2,909,017.60",3.56%
03/21/2025,PRNT,AUTODESK INC,ADSK,052769106,"10,757","$2,880,939.74",3.52%
03/21/2025,PRNT,XOMETRY INC-A,XMTR,98423F109,"104,775","$2,685,383.25",3.29%
03/21/2025,PRNT,PTC INC,PTC,69370C100,"16,725","$2,674,327.50",3.27%
03/21/2025,PRNT,DENTSPLY SIRONA INC,XRAY UW,24906P109,"167,469","$2,612,516.40",3.20%
03/21/2025,PRNT,MATERIALISE NV-ADR,MTLS,57667T100,"458,914","$2,345,050.54",2.87%
03/21/2025,PRNT,HEXAGON AB-B SHS,HEXAB S,BNZFHC1,"138,747","$1,578,507.81",1.93%
03/21/2025,PRNT,OC OERLIKON CORP AG-REG,OERL,4612757,"313,275","$1,463,287.80",1.79%
03/21/2025,PRNT,AMETEK INC,AME,031100100,"7,697","$1,354,133.21",1.66%
03/21/2025,PRNT,GENERAL ELECTRIC,GE,369604301,"6,577","$1,341,247.61",1.64%
03/21/2025,PRNT,MICHELIN (CGDE),ML,BPBPJ01,"35,879","$1,327,899.95",1.62%
03/21/2025,PRNT,MELROSE INDUSTRIES PLC,MRO,BNGDN82,"176,772","$1,229,582.72",1.50%
03/21/2025,PRNT,LINCOLN ELECTRIC HOLDINGS,LECO,533900106,"6,180","$1,199,352.60",1.47%
03/21/2025,PRNT,L3HARRIS TECHNOLOGIES INC,LHX,502431109,"5,492","$1,152,715.88",1.41%
03/21/2025,PRNT,KAISER ALUMINUM CORP,KALU,483007704,"16,129","$1,115,159.06",1.36%
03/21/2025,PRNT,UNITED PARCEL SERVICE-CL B,UPS,911312106,"9,232","$1,079,959.36",1.32%
